"COLEGIUL NAȚIONAL ""ZINCA GOLESCU"" PITEȘTI",./SpecPerLic.aspx?jud=2&Lic=11304990,Teoretica,Real,Ştiinţe ale Naturii,9.1
"COLEGIUL NAȚIONAL ""ZINCA GOLESCU"" PITEȘTI",./SpecPerLic.aspx?jud=2&Lic=11304990,Teoretica,Umanist,Ştiinţe Sociale,8.58
"COLEGIUL NAȚIONAL PEDAGOGIC ""CAROL I"" CÂMPULUNG",./SpecPerLic.aspx?jud=2&Lic=11305064,Teoretica,Umanist,Filologie,6.75
"COLEGIUL TEHNIC ""ARMAND CĂLINESCU"" PITEȘTI",./SpecPerLic.aspx?jud=2&Lic=11304988,Tehnologica,Servicii,Comerţ,6.68
"COLEGIUL TEHNIC ""ARMAND CĂLINESCU"" PITEȘTI",./SpecPerLic.aspx?jud=2&Lic=11304988,Tehnologica,Tehnic,Electronică automatizări,6.46
"COLEGIUL TEHNIC ""ARMAND CĂLINESCU"" PITEȘTI",./SpecPerLic.aspx?jud=2&Lic=11304988,Tehnologica,Resurse naturale si protectia mediului,Protecţia mediului,6.81
"COLEGIUL TEHNIC ""ARMAND CĂLINESCU"" PITEȘTI",./SpecPerLic.aspx?jud=2&Lic=11304988,Tehnologica,Servicii,Turism şi alimentaţie,6.93
"COLEGIUL TEHNIC ""COSTIN D. NENIȚESCU"" PITEȘTI",./SpecPerLic.aspx?jud=2&Lic=11304997,Tehnologica,Tehnic,Chimie industrială,6.78
"COLEGIUL TEHNIC ""COSTIN D. NENIȚESCU"" PITEȘTI",./SpecPerLic.aspx?jud=2&Lic=11304997,Tehnologica,Servicii,Economic,7.36
"COLEGIUL TEHNIC ""COSTIN D. NENIȚESCU"" PITEȘTI",./SpecPerLic.aspx?jud=2&Lic=11304997,Tehnologica,Tehnic,Electronică automatizări,6.86
"COLEGIUL TEHNIC ""COSTIN D. NENIȚESCU"" PITEȘTI",./SpecPerLic.aspx?jud=2&Lic=11304997,Tehnologica,Resurse naturale si protectia mediului,Protecţia mediului,7.14
COLEGIUL TEHNIC CÂMPULUNG,./SpecPerLic.aspx?jud=2&Lic=11305070,Tehnologica,Tehnic,Fabricarea produselor din lemn,5.6
COLEGIUL TEHNIC CÂMPULUNG,./SpecPerLic.aspx?jud=2&Lic=11305070,Tehnologica,Servicii,Turism şi alimentaţie,6.2
"LICEUL TEHNOLOGIC ""ASTRA"" PITEȘTI",./SpecPerLic.aspx?jud=2&Lic=11304996,Tehnologica,Tehnic,Mecanică,5.47
"LICEUL TEHNOLOGIC ""ASTRA"" PITEȘTI",./SpecPerLic.aspx?jud=2&Lic=11304996,Tehnologica,Resurse naturale si protectia mediului,Protecţia mediului,6.04
"LICEUL TEHNOLOGIC ""CONSTANTIN BRÂNCUȘI"" PITEȘTI",./SpecPerLic.aspx?jud=2&Lic=11305000,Tehnologica,Resurse naturale si protectia mediului,Protecţia mediului,5.99
"LICEUL TEHNOLOGIC ""CONSTANTIN DOBRESCU"" CURTEA DE ARGEȘ",./SpecPerLic.aspx?jud=2&Lic=11305382,Tehnologica,Servicii,Comerţ,6.03
"LICEUL TEHNOLOGIC ""DACIA"" PITEȘTI",./SpecPerLic.aspx?jud=2&Lic=11304995,Tehnologica,Tehnic,Electric,6
"LICEUL TEHNOLOGIC ""DACIA"" PITEȘTI",./SpecPerLic.aspx?jud=2&Lic=11304995,Tehnologica,Tehnic,Electromecanică,6.14
"LICEUL TEHNOLOGIC ""DACIA"" PITEȘTI",./SpecPerLic.aspx?jud=2&Lic=11304995,Tehnologica,Tehnic,Mecanică,5.52
"LICEUL TEHNOLOGIC ""DIMITRIE DIMA"" PITEȘTI",./SpecPerLic.aspx?jud=2&Lic=11304998,Tehnologica,Tehnic,"Construcţii, instalaţii şi lucrări publice",5.58
"LICEUL TEHNOLOGIC ""DINU BRĂTIANU"" ȘTEFĂNEȘTI",./SpecPerLic.aspx?jud=2&Lic=11308134,Tehnologica,Tehnic,Mecanică,3.67
"LICEUL TEHNOLOGIC ""FERDINAND I"" CURTEA DE ARGEȘ",./SpecPerLic.aspx?jud=2&Lic=11305377,Tehnologica,Tehnic,Electric,6.87
